nplid;namn;atc_kod;form;form_kod;styrka
20170825000012;Rozex;D06BX01;Kräm;CREAM;0,75 %
20170825000029;Erlotinib Sandoz;L01EB02;Filmdragerad tablett;FICOTA;25 mg
20170825000036;Erlotinib Sandoz;L01EB02;Filmdragerad tablett;FICOTA;100 mg
20170825000043;Erlotinib Sandoz;L01EB02;Filmdragerad tablett;FICOTA;150 mg
20170825000050;Enstilar;D05AX52;Kutant skum;CUTFOA;50 mikrogram/g + 0,5 mg/g
20170825000067;Trusopt;S01EC03;Ögondroppar, lösning i endosbehållare;EDSSDC;20 mg/ml
20170828000019;Menopur;G03GA02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;600 IE
20170828000026;Erlotinib Teva B.V.;L01EB02;Filmdragerad tablett;FICOTA;25 mg
20170828000033;Erlotinib Teva B.V.;L01EB02;Filmdragerad tablett;FICOTA;100 mg
20170828000040;Erlotinib Teva B.V.;L01EB02;Filmdragerad tablett;FICOTA;150 mg
20170828000057;Coliquifilm;S01XA20;Ögonsalva;EYEOIN;
20170828000071;Cortiment;A07EA06;Depottablett;PRRETA;9 mg
20170829000018;Borsyra APL;G01AX;Vagitorium;PESSAR;600 mg
20170829000032;Trusopt;S01EC03;Ögondroppar, lösning i endosbehållare;EDSSDC;20 mg/ml
20170829000049;SmofKabiven Low Osmo Peripheral;B05BA10;Infusionsvätska, emulsion;EMUINF;
20170829000056;Zovirax;J05AB01;Oral suspension;ORASUS;80 mg/ml
20170829000063;Reminyl;N06DA04;Oral lösning;ORASOL;4 mg/ml
20170830000014;Baytril Vet.;QJ01MA90;Oral lösning;ORASOL;25 mg/ml
20170830000021;Lanvis;L01BB03;Tablett;TABLET;40 mg
20170830000038;Pentasa Sachet;A07EC02;Depotgranulat;PRREGR;1 g
20170830000045;Pentasa Sachet;A07EC02;Depotgranulat;PRREGR;2 g
20170830000052;Paclitaxel;L01CD01;Injektionsvätska, lösning;SOLINJ;6 mg/ml
20170831000013;Spironolacton AL;C03DA01;Tablett;TABLET;50 mg
20170831000020;Suvaxyn PRRS MLV (50 doser);QI09AD03;Frystorkat pulver och vätska till injektionsvätska, suspension;LSSUIJ;
20170831000037;Suvaxyn PRRS MLV (125 doser);QI09AD03;Frystorkat pulver och vätska till injektionsvätska, suspension;LSSUIJ;
20170831000068;Muphoran;L01AD05;Pulver och vätska till infusionsvätska, lösning;PSSOIF;200 mg/4 ml
20170901000011;Fultium;A11CC05;Kapsel, mjuk;CAPSOF;400 IE
20170901000028;Methylphenidate Sandoz;N06BA04;Depottablett;PRRETA;18 mg
20170901000035;Methylphenidate Sandoz;N06BA04;Depottablett;PRRETA;36 mg
20170901000042;Methylphenidate Sandoz;N06BA04;Depottablett;PRRETA;54 mg
20170901000059;Cinacalcet Gen.Orph;H05BX01;Filmdragerad tablett;FICOTA;30 mg
20170901000066;Cinacalcet Gen.Orph;H05BX01;Filmdragerad tablett;FICOTA;60 mg
20170901000073;Cinacalcet Gen.Orph;H05BX01;Filmdragerad tablett;FICOTA;90 mg
20170901000080;Bortezomib Medical Valley;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;3,5 mg
20170905000017;Imfinzi;L01FF03;Koncentrat till infusionsvätska, lösning;COSINF;50 mg/ml
20170905000024;Cyclogyl;S01FA04;Ögondroppar, lösning;EYDRSO;1 %
20170905000031;Gabapentin 1A Farma;N02BF01;Kapsel, hård;CAPHAR;300 mg
20170905000048;Gabapentin 1A Farma;N02BF01;Kapsel, hård;CAPHAR;400 mg
20170905000055;IDHIFA;L01XM01;Filmdragerad tablett;FICOTA;100 mg
20170906000016;Hydrochlorothiazide Bluefish;C03AA03;Tablett;TABLET;12,5 mg
20170906000023;Hydrochlorothiazide Bluefish;C03AA03;Tablett;TABLET;25 mg
20170906000030;Bovalto Respi 2;QI02AD07;Nässpray, frystorkat pulver och vätska till suspension;100008;
20170906000047;Gabapentin 1A Farma;N02BF01;Kapsel, hård;CAPHAR;400 mg
20170906000054;Bortezomib medac;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;3,5 mg
20170908000014;Pentasa;A07EC02;Depottablett;PRRETA;1 g
20170908000038;Jivi;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;250 IE
20170908000045;Jivi;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;500 IE
20170908000052;Jivi;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;1000 IE
20170908000069;Jivi;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;2000 IE
20170908000076;Jivi;B02BD02;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;3000 IE
20170908000083;Alinia;P01AX11;Pulver till oral suspension;POORSU;100 mg/5 ml
20170908000090;Pregnecol;QG03GA03;Frystorkat pulver och vätska till injektionsvätska, lösning;LSSOIJ;6000 i.u./vial
20170908000106;Concerta;N06BA04;Depottablett;PRRETA;18 mg
20170908000113;Amoxicillin Sandoz;J01CA04;Pulver till oral suspension;POORSU;100 mg/ml
20170908000120;Ferinject;B03AC;Injektions-/infusionsvätska, dispersion;DSIJIF;50 mg Fe/ml
20170908000137;Kolekalciferol Evolan;A11CC05;Orala droppar, lösning;ORDRSO;800 IE/droppe
20170911000018;Levofloxacin;J01MA12;Oral lösning;ORASOL;25 mg/ml
20170911000025;Alimemazin Evolan;R06AD01;Orala droppar, lösning;ORDRSO;40 mg/ml
20170911000032;Deca-Durabolin;A14AB01;Injektionsvätska, lösning;SOLINJ;25 mg/ml
20170911000049;Bydureon;A10BJ01;Injektionsvätska, depotsuspension i förfylld injektionspenna;100020;2 mg
20170911000056;Lipanthyl;C10AB05;Kapsel, hård;CAPHAR;200 mg
20170911000063;Brinzolamide Orifarm;S01EC04;Ögondroppar, suspension;EYDRSU;10 mg/ml
20170912000017;Pelmeg;L03AA13;Injektionsvätska, lösning i förfylld spruta;SOIJPS;6 mg
20170912000024;Lescol;C10AA04;Kapsel, hård;CAPHAR;40 mg
20170912000031;Atorvastatin Mylan;C10AA05;Filmdragerad tablett;FICOTA;20 mg
20170912000048;Methylphenidate Sandoz;N06BA04;Depottablett;PRRETA;18 mg
20170912000055;Methylphenidate Sandoz;N06BA04;Depottablett;PRRETA;36 mg
20170912000062;Methylphenidate Sandoz;N06BA04;Depottablett;PRRETA;54 mg
20170912000079;Trusopt;S01EC03;Ögondroppar, lösning i endosbehållare;EDSSDC;20 mg/ml
20170913000016;Daraprim;P01BD01;Tablett;TABLET;25 mg
20170913000023;Gefitinib Accord;L01EB01;Filmdragerad tablett;FICOTA;250 mg
20170914000015;Femonia;G02CX03;Filmdragerad tablett;FICOTA;
20170914000022;Duloxetin Ebb;N06AX21;Enterokapsel, hård;GARECH;30 mg
20170914000039;Fludara;L01BB05;Filmdragerad tablett;FICOTA;10 mg
20170914000046;Medikinet;N06BA04;Kapsel med modifierad frisättning, hård;MORCAH;20 mg
20170914000053;Trametinib (GSK 1120212);L01EE01;Pulver till oral lösning;POORSO;5 mg
20170915000014;Sendolor;N02AA01;Injektionsvätska, lösning;SOLINJ;1 mg/ml
20170915000021;Sendolor;N02AA01;Injektionsvätska, lösning;SOLINJ;10 mg/ml
20170915000038;Sendolor;N02AA01;Injektionsvätska, lösning;SOLINJ;20 mg/ml
20170915000045;Leuprorelin Orifarm;L02AE02;Implantat;IMPLAN;5 mg
20170915000069;Orlistat Ebb;A08AB01;Kapsel, hård;CAPHAR;120 mg
20170915000076;Treo Hallon;N02BA51;Brustablett;EFFTAB;500 mg/50 mg
20170918000011;Topiramat Orion;N03AX11;Filmdragerad tablett;FICOTA;50 mg
20170918000028;Topiramat Orion;N03AX11;Filmdragerad tablett;FICOTA;100 mg
20170918000035;Imraldi;L04AB04;Injektionsvätska, lösning i förfylld injektionspenna;SOINPP;40 mg/0,8 ml
20170919000010;Gasprid;A03FA02;Tablett;TABLET;10 mg
20170919000027;L-Thyroxin Henning;H03AA01;Tablett;TABLET;125 mikrogram
20170919000034;Brinzolamide Orifarm;S01EC04;Ögondroppar, suspension;EYDRSU;10 mg/ml
20170919000041;Laxido Junior;A06AD65;Pulver till oral lösning;POORSO;
20170919000058;Amoxicillin/Klavulansyra 2care4;J01CR02;Pulver till oral suspension;POORSU;80 mg/ml + 12 mg/ml
20170919000065;Clopixol Depot;N05AF05;Injektionsvätska, lösning;SOLINJ;200 mg/ml
20170920000016;Synphase;G03AB04;Tablett;TABLET;
20170920000023;Calciovet;QA12AX;Injektionsvätska, lösning;SOLINJ;
20170920000030;Utrogestan;G03DA04;Kapsel, mjuk;CAPSOF;100 mg
20170920000047;Parvoruvax vet.;QI09AL01;Injektionsvätska, suspension;SUSINJ;
20170920000054;Nootropil;N06BX03;Filmdragerad tablett;FICOTA;1200 mg
20170921000015;Oxybutynin Orifarm;G04BD04;Tablett;TABLET;5 mg
20170922000014;Otazem;S02BA08;Örondroppar, lösning i endosbehållare;EADSOS;250 mikrogram/ml
20170922000021;Glycopyrronium Martindale;A03AB02;Injektionsvätska, lösning;SOLINJ;200 mikrogram/ml
20170922000038;Pentasa;A07EC02;Rektalsuspension;RECSUS;1 g
20170925000011;Finomel Perifer;B05BA10;Infusionsvätska, emulsion;EMUINF;
20170925000028;Finomel;B05BA10;Infusionsvätska, emulsion;EMUINF;
20170926000010;Nimotop;C08CA06;Infusionsvätska, lösning;SOLINF;0,2 mg/ml
20170926000027;Emtricitabine/Tenofovir disoproxil Orifarm;J05AR03;Filmdragerad tablett;FICOTA;200 mg/245 mg
20170926000034;Abstral;N02AB03;Resoriblett, sublingual;SULITA;200 mikrogram
20170926000041;Uvadex;L03AX;Lösning för modifiering av blodfraktion;SOBFMO;20 mikrogram/ml
20170927000019;Kolkicin Orifarm;M04AC01;Tablett;TABLET;250 mikrogram
20170927000026;Pyrinagil 100 %;QN02BA01;Oralt pulver;ORAPOW;
20170928000018;Fosfomycin 1A Farma;J01XX01;Pulver till oral lösning;POORSO;3 g
20170928000025;Zentel;P02CA03;Tuggtablett;CHETAB;400 mg
20170928000032;Sedivet;QN05CM93;Injektionsvätska, lösning;SOLINJ;10 mg/ml
20170928000049;Taflotan sine;S01EE05;Ögondroppar, lösning;EYDRSO;15 mikrogram /ml
20170929000017;Aderolio;L04AH02;Tablett;TABLET;0,25 mg
20170929000024;Aderolio;L04AH02;Tablett;TABLET;0,5 mg
20170929000031;Aderolio;L04AH02;Tablett;TABLET;0,75 mg
20170929000048;Aderolio;L04AH02;Tablett;TABLET;1 mg
20170929000055;Suxamethonium Aguettant;M03AB01;Injektionsvätska, lösning i förfylld spruta;SOIJPS;10 mg/ml
20170929000079;Valganciclovir Medical Valley;J05AB14;Filmdragerad tablett;FICOTA;450 mg
20170929000086;Allopurinol Accord;M04AA01;Tablett;TABLET;100 mg
20170929000093;Allopurinol Accord;M04AA01;Tablett;TABLET;300 mg
20171002000023;Zolmitriptan Ebb;N02CC03;Munsönderfallande tablett;ORDITA;5 mg
20171002000047;Etylmorfin Geiser;R05DA01;Oral lösning;ORASOL;2,5 mg/ml
20171003000015;Rivotril;N03AE01;Tablett;TABLET;2 mg
20171003000046;Zoloft;N06AB06;Koncentrat till oral lösning;COORSO;20 mg/ml
20171005000013;Lidcosal Vet;QR02AD02;Laryngofaryngeal spray, lösning;100022;16,2 mg/ml
20171005000020;Attentin;N06BA02;Tablett;TABLET;5 mg
20171005000037;Tadalafil Teva Pharma;G04BE08;Filmdragerad tablett;FICOTA;20 mg
20171005000044;Tadalafil Teva Pharma B.V.;G04BE08;Filmdragerad tablett;FICOTA;20 mg
20171006000012;Neutral Ophtha;S01XA20;Ögonsalva;EYEOIN;
20171006000029;Solian;N05AL05;Tablett;TABLET;100 mg
20171006000036;Durvalumab;L01FF03;Koncentrat till infusionsvätska, lösning;COSINF;50 mg/ml
20171006000043;Eletriptan Orion;N02CC06;Filmdragerad tablett;FICOTA;20 mg
20171006000050;Eletriptan Orion;N02CC06;Filmdragerad tablett;FICOTA;40 mg
20171006000067;Salofalk;A07EC02;Depotgranulat;PRREGR;1000 mg
20171006000074;Salofalk;A07EC02;Depotgranulat;PRREGR;3000 mg
20171009000019;Lipomeg;C10AX06;Kapsel, mjuk;CAPSOF;1000 mg
20171009000026;Laxatract;QA06AD11;Sirap;SYRUP;667 mg/ml
20171009000033;POTELIGEO;L01FX09;Koncentrat till infusionsvätska, lösning;COSINF;4 mg/ml
20171009000040;Tuberkulin PPD RT23 SSI;V04CF01;Injektionsvätska, lösning;SOLINJ;10 T.U./0,1 ml
20171010000015;Buprenorphine/Naloxone Viatris;N07BC51;Resoriblett, sublingual;SULITA;2 mg/0,5 mg
20171010000022;Buprenorphine/Naloxone Viatris;N07BC51;Resoriblett, sublingual;SULITA;8 mg/2 mg
20171010000039;Ziextenzo;L03AA13;Injektionsvätska, lösning i förfylld spruta;SOIJPS;6 mg
20171011000014;Renvela;V03AE02;Pulver till oral suspension;POORSU;0,8 g
20171011000021;Benerva;A11DA01;Filmdragerad tablett;FICOTA;300 mg
20171011000038;Sevelamer carbonate Winthrop;V03AE02;Pulver till oral suspension;POORSU;0,8 g
20171012000013;Dimenhydrinat Karo Pharma;R06AA;Sugtablett;LOZENG;20 mg
20171012000020;Prolutex;G03DA04;Injektionsvätska, lösning;SOLINJ;25 mg
20171012000037;Tacrolimus 2care4;L04AD02;Kapsel, hård;CAPHAR;0,5 mg
20171012000044;Tacrolimus 2care4;L04AD02;Kapsel, hård;CAPHAR;0,75 mg
20171012000051;Tacrolimus 2care4;L04AD02;Kapsel, hård;CAPHAR;1 mg
20171012000068;Tacrolimus 2care4;L04AD02;Kapsel, hård;CAPHAR;2 mg
20171012000075;Tacrolimus 2care4;L04AD02;Kapsel, hård;CAPHAR;5 mg
20171012000082;Norvasc;C08CA01;Tablett;TABLET;10 mg
20171013000029;Dextran 70 in sodium chloride solution;B05AA05;Lösning till infusionsvätska, lösning;SOSOIF;60 g/l
20171013000036;Plegisol;B05BB01;Lösning för kardioplegi;SOLCAR;
20171013000050;Nikotin Fertin;N07BA01;Munhålepulver i portionspåse;OMPOPO;2 mg
20171013000067;Nikotin Fertin;N07BA01;Munhålepulver i portionspåse;OMPOPO;4 mg
20171016000019;Elidel;D11AH02;Kräm;CREAM;10 mg/g
20171017000018;Ulipristal acetate STADA;G03AD02;Filmdragerad tablett;FICOTA;30 mg
20171017000056;Freloppa;C09DB01;Filmdragerad tablett;FICOTA;5 mg/80 mg
20171017000063;Freloppa;C09DB01;Filmdragerad tablett;FICOTA;5 mg /160 mg
20171017000070;Freloppa;C09DB01;Filmdragerad tablett;FICOTA;10 mg/160 mg
20171017000087;Avior;C09DB01;Filmdragerad tablett;FICOTA;5 mg/80 mg
20171017000094;Avior;C09DB01;Filmdragerad tablett;FICOTA;5 mg/160 mg
20171017000100;Avior;C09DB01;Filmdragerad tablett;FICOTA;10 mg/160 mg
20171017000117;Levopidon;N07BC05;Oral lösning i endosbehållare;ORSOSI;45 mg
20171017000124;Levopidon;N07BC05;Oral lösning i endosbehållare;ORSOSI;50 mg
20171017000131;Levopidon;N07BC05;Oral lösning i endosbehållare;ORSOSI;55 mg
20171017000148;Levopidon;N07BC05;Oral lösning i endosbehållare;ORSOSI;60 mg
20171017000155;Levopidon;N07BC05;Oral lösning i endosbehållare;ORSOSI;65 mg
20171017000162;Levopidon;N07BC05;Oral lösning i endosbehållare;ORSOSI;70 mg
20171017000179;Levopidon;N07BC05;Oral lösning i endosbehållare;ORSOSI;75 mg
20171017000186;Femke;G03AD02;Filmdragerad tablett;FICOTA;30 mg
20171018000017;Donepezil Orion;N06DA02;Filmdragerad tablett;FICOTA;5 mg
20171018000024;Donepezil Orion;N06DA02;Filmdragerad tablett;FICOTA;10 mg
20171019000016;Adalat;C08CA05;Tablett;TABLET;10 mg
20171020000012;Peniyet vet;QJ01CE09;Injektionsvätska, suspension;SUSINJ;300 mg/ml
20171020000029;Tiamazol Ebb;H03BB02;Tablett;TABLET;5 mg
20171020000036;Kenacort-T;H02AB08;Injektionsvätska, suspension;SUSINJ;40 mg/ml
20171020000050;Esketamin IDD;N01AX14;Injektions-/infusionsvätska, lösning;SOIJIF;5 mg/ml
20171020000067;Esketamin IDD;N01AX14;Injektions-/infusionsvätska, lösning;SOIJIF;25 mg/ml
20171021000011;Pregabalin STADA;N02BF02;Kapsel, hård;CAPHAR;75 mg
20171021000028;Pregabalin STADA;N02BF02;Kapsel, hård;CAPHAR;150 mg
20171021000035;Pregabalin STADA;N02BF02;Kapsel, hård;CAPHAR;300 mg
20171023000019;Tazorac;D05AX05;Kräm;CREAM;0,05 %
20171023000026;Tazorac;D05AX05;Kräm;CREAM;0,1 %
20171023000033;Amlodipin/Valsartan/Hydroklortiazid Teva;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171023000071;Amlodipin/Valsartan/Hydroklortiazid Teva;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171023000088;Amlodipin/Valsartan/Hydroklortiazid Teva Sweden;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171023000125;Amlodipin/Valsartan/Hydroklortiazid Teva Sweden;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171023000132;Cidofovir Tillomed;J05AB12;Koncentrat till infusionsvätska, lösning;COSINF;75 mg/ml
20171023000149;Amlodipine/Valsartan/Hydrochlorothiazide Genericon;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171023000187;Amlodipine/Valsartan/Hydrochlorothiazide Genericon;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171023000194;Fjallirone;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171023000224;Pennane;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171023000262;Pennane;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171023000279;Enorrie;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171023000316;Enorrie;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171024000018;Trivals;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171024000056;Trivals;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171024000063;Amlodipin/Valsartan/Hydroklortiazid Denk;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171024000100;Amlodipin/Valsartan/Hydroklortiazid Denk;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171024000117;Triaprexion;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171024000155;Triaprexion;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171024000162;Bevatres;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171024000209;Bevatres;C09DX01;Filmdragerad tablett;FICOTA;10 mg/320 mg/25 mg
20171024000216;Minipres;C02CA01;Tablett;TABLET;2 mg
20171025000017;Valtensam Comp;C09DX01;Filmdragerad tablett;FICOTA;5 mg/160 mg/12,5 mg
20171025000109;Phenylephrine;C01CA06;Injektionsvätska, lösning;SOLINJ;10 mg/ml
20171025000116;Chanhold för katter och hundar upp till 2,5 kg;QP54AA05;Spot-on, lösning;SPONSO;15 mg
20171026000016;Solupam;QN05BA01;Injektionsvätska, lösning;SOLINJ;5 mg/ml
20171026000023;Terramycin Vet.;QG01AA07;Intrauterin tablett;INUTTA;500 mg
20171026000078;Idacio;L04AB04;Injektionsvätska, lösning i förfylld spruta;SOIJPS;40 mg
20171026000085;Idacio;L04AB04;Injektionsvätska, lösning i förfylld injektionspenna;SOINPP;40 mg
20171026000092;Idacio;L04AB04;Injektionsvätska, lösning;SOLINJ;40 mg/0,8 ml
20171026000108;Glucose 50 %;V06DC01;Koncentrat till infusionsvätska, lösning;COSINF;50 %
20171027000015;GHRYVELIN;V04CD06;Granulat till oral suspension i dospåse;GOSUSA;60 mg
20171027000022;Narcan;V03AB15;Nässpray, lösning i endosbehållare;NASPIN;4 mg
20171027000053;Salmeterol/Flutikason Devatis;R03AK06;Inhalationsspray, suspension;PRINSU;25 mikrogram/250 mikrogram/dos
20171027000060;Emgality;N02CD02;Injektionsvätska, lösning i förfylld injektionspenna;SOINPP;120 mg
20171027000077;Emgality;N02CD02;Injektionsvätska, lösning i förfylld spruta;SOIJPS;120 mg
20171027000084;Trileptal;N03AF02;Filmdragerad tablett;FICOTA;600 mg
20171027000091;Milbetab;QP54AB51;Tablett;TABLET;12,5 mg/125 mg
20171030000019;Bortezomib Krka;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;1 mg
20171030000026;Bortezomib Krka;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;3,5 mg
20171030000033;Etoposid medac;L01CB01;Koncentrat till infusionsvätska, lösning;COSINF;20 mg/ml
20171030000040;Rifamycin Adalvo;A07AA13;Tablett med modifierad frisättning;MORETA;200 mg
20171030000057;Dasatinib Teva;L01EA02;Filmdragerad tablett;FICOTA;20 mg
20171030000064;Dasatinib Teva;L01EA02;Filmdragerad tablett;FICOTA;50 mg
20171030000071;Dasatinib Teva;L01EA02;Filmdragerad tablett;FICOTA;70 mg
20171030000088;Dasatinib Teva;L01EA02;Filmdragerad tablett;FICOTA;80 mg
20171030000095;Dasatinib Teva;L01EA02;Filmdragerad tablett;FICOTA;100 mg
20171030000101;Doxycyklin Ebb;J01AA02;Tablett;TABLET;100 mg
20171030000118;Hydrokortison Ebb;H02AB09;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;100 mg
20171030000125;Hydrokortison Ebb;H02AB09;Pulver och vätska till injektionsvätska, lösning;PSSOIJ;100 mg
20171030000132;Paracetamol Accord;N02BE01;Brustablett;EFFTAB;500 mg
20171030000149;Gabapentin 1A Farma;N02BF01;Filmdragerad tablett;FICOTA;600 mg
20171030000156;Gabapentin 1A Farma;N02BF01;Filmdragerad tablett;FICOTA;800 mg
20171031000018;Fludeoxyglucose (18F) Sahlgrenska;V09IX04;Injektionsvätska, lösning;SOLINJ;1-110 GBq
20171031000025;Avoca Caustic Applicator;D08AL01;Kutant stift;CUTSTI;75% w/w
20171101000016;Coldamin;A01AD02;Munhålespray, lösning;ORSPSO;3 mg/ml
20171101000023;Primovist;V08CA10;Injektionsvätska, lösning i förfylld spruta;SOIJPS;0,25 mmol/ml
20171101000030;Bortib;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;3.5 mg
20171101000047;Xylocaine;N01BB02;Kutan spray, lösning;CUSPSO;10 mg/dos
20171101000054;Bortezomib Sandoz;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;1 mg
20171101000061;Bortezomib Sandoz;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;3,5 mg
20171101000078;Zoledronic acid Accord;M05BA08;Infusionsvätska, lösning;SOLINF;4 mg/100 ml
20171102000015;Fluticasone Elpen;R03BA05;Inhalationspulver, avdelad dos;INPOPD;250 mikrogram/dos
20171102000022;Fluticasone Elpen;R03BA05;Inhalationspulver, avdelad dos;INPOPD;500 mikrogram/dos
20171102000039;Karbamid Evolan;D02AE01;Kräm;CREAM;50 mg/g
20171102000046;Clindamycin EQL Pharma;J01FF01;Kapsel, hård;CAPHAR;150 mg
20171102000053;Clindamycin EQL Pharma;J01FF01;Kapsel, hård;CAPHAR;300 mg
20171102000060;Chanhold för katter 2,6 - 7,5 kg;QP54AA05;Spot-on, lösning;SPONSO;45 mg
20171102000077;Chanhold för katter 7,6 - 10,0 kg;QP54AA05;Spot-on, lösning;SPONSO;60 mg
20171102000084;Chanhold för hundar 2,6 - 5,0 kg;QP54AA05;Spot-on, lösning;SPONSO;30 mg
20171102000091;Chanhold för hundar 5,1 - 10,0 kg;QP54AA05;Spot-on, lösning;SPONSO;60 mg
20171102000107;Chanhold för hundar 10,1 - 20,0 kg;QP54AA05;Spot-on, lösning;SPONSO;120 mg
20171102000114;Chanhold för hundar 20,1 - 40,0 kg;QP54AA05;Spot-on, lösning;SPONSO;240 mg
20171102000121;Chanhold för hundar 40,1 - 60,0 kg;QP54AA05;Spot-on, lösning;SPONSO;360 mg
20171102000138;Flucelvax Tetra;J07BB02;Injektionsvätska, suspension, förfylld spruta;SUINPS;
20171102000145;Octreotide Teva;H01CB02;Pulver och vätska till injektionsvätska, depotsuspension;PSPRSI;10 mg
20171102000152;Octreotide Teva;H01CB02;Pulver och vätska till injektionsvätska, depotsuspension;PSPRSI;20 mg
20171102000169;Octreotide Teva;H01CB02;Pulver och vätska till injektionsvätska, depotsuspension;PSPRSI;30 mg
20171103000014;Glentek;N07XX02;Filmdragerad tablett;FICOTA;50 mg
20171103000021;Rispolept Consta;N05AX08;Pulver och vätska till injektionsvätska, depotsuspension;PSPRSI;25 mg
20171103000038;Rispolept Consta;N05AX08;Pulver och vätska till injektionsvätska, depotsuspension;PSPRSI;37,5 mg
20171103000045;Rispolept Consta;N05AX08;Pulver och vätska till injektionsvätska, depotsuspension;PSPRSI;50 mg
20171103000052;Vagifem;G03CA03;Vaginaltablett;VAGTAB;10 mikrogram
20171103000069;Vyxeos liposomal;L01XY01;Pulver till koncentrat till infusionsvätska, lösning;PCSOIF;44 mg/100 mg
20171103000076;Kymriah;L01XL04;Infusionsvätska, dispersion;DIFOIN;
20171106000011;Hemo 15;QA11EX;Injektionsvätska, lösning;SOLINJ;
20171106000028;Bortezomib Avansor;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;3,5 mg
20171106000035;Gilenya;L04AE01;Kapsel, hård;CAPHAR;0,25 mg
20171106000042;Bortezomib Avansor;L01XG01;Pulver till injektionsvätska, lösning;POSOIJ;2,5 mg
20171106000059;Delstrigo;J05AR24;Filmdragerad tablett;FICOTA;100 mg/300 mg/245 mg
20171106000066;PIFELTRO;J05AG06;Filmdragerad tablett;FICOTA;100 mg
20171106000073;Tegsedi;N07XX15;Injektionsvätska, lösning i förfylld spruta;SOIJPS;284 mg
20171106000080;Fulphila;L03AA13;Injektionsvätska, lösning i förfylld spruta;SOIJPS;6 mg
20171106000097;Moxifloxacin Krka;J01MA14;Infusionsvätska, lösning;SOLINF;400 mg/250 ml
20171107000010;Baytril;QJ01MA90;Lösning för användning i dricksvatten;SODRWA;10 %
20171107000027;Ogivri;L01FD01;Pulver till koncentrat till infusionsvätska, lösning;PCSOIF;150 mg
20171107000034;Humalog Junior KwikPen;A10AB04;Injektionsvätska, lösning i förfylld injektionspenna;SOINPP;100 E/ml
20171107000041;Liprolog Junior KwikPen;A10AB04;Injektionsvätska, lösning i förfylld injektionspenna;SOINPP;100 E/ml
20171107000058;Sixmo;N07BC01;Implantat;IMPLAN;74,2 mg
20171108000019;Inhixa;B01AB05;Injektionsvätska, lösning;SOLINJ;30 000 IE (300 mg)/3 ml
20171108000026;Inhixa;B01AB05;Injektionsvätska, lösning;SOLINJ;50 000 IE (500 mg)/5 ml
20171108000033;Grasustek;L03AA13;Injektionsvätska, lösning i förfylld spruta;SOIJPS;6 mg
20171108000040;Mitomycin-C Kyowa;L01DC03;Pulver till injektionsvätska, lösning;POSOIJ;40 mg
20171108000057;Pneumovax-23;J07AL01;Injektionsvätska, lösning;SOLINJ;
20171108000064;Suvezen;C10BA06;Filmdragerad tablett;FICOTA;10 mg/10 mg
20171108000071;Suvezen;C10BA06;Filmdragerad tablett;FICOTA;20 mg/10 mg
20171108000088;Suvezen;C10BA06;Filmdragerad tablett;FICOTA;40 mg/10 mg
20171108000095;Gabapentin Teva;N02BF01;Kapsel, hård;CAPHAR;100 mg
20171108000101;Gabapentin Teva;N02BF01;Kapsel, hård;CAPHAR;300 mg
